"","Well","Sample","SampleType","Ct","WormNumber","Line","Strain","Species","start","passage","days.on.plate"
"397","F2","FDI3","strip",Inf,2,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"398","F3","FDI26","strip",33.4434,2,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"399","F4","FDI26","strip",20.0132,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"400","F5","FDI21","strip",19.3944,2,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"401","F6","FDI21","strip",26.5309,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"402","F7","FDI34","strip",25.0089,2,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"403","F8","FDI34","strip",31.7567,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"404","F9","FDI20","strip",26.0764,2,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"405","F10","FDI20","strip",20.5811,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"406","F11","FDI31","strip",Inf,2,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"407","F12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"408","G1","FDI6","strip",Inf,2,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"409","G2","FDI3","strip",34.1879,2,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
